club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
Toulouse FC;OGC Nice;0;2;06/08/2005;20:00;;2006;2
ESTAC Troyes;AS Saint-Etienne;0;0;06/08/2005;20:00;;2006;2
Stade Rennais FC;FC Nantes;0;3;07/08/2005;18:00;;2006;2
Olympique Lyonnais;RC Strasbourg;1;0;07/08/2005;20:45;;2006;2
Paris Saint-Germain;Toulouse FC;2;0;13/08/2005;17:15;;2006;3
AJ Auxerre;Girondins de Bordeaux;1;0;13/08/2005;20:00;;2006;3
Le Mans FC;Stade Rennais FC;4;0;13/08/2005;20:00;;2006;3
LOSC Lille;ESTAC Troyes;1;2;13/08/2005;20:00;;2006;3
AS Nancy-Lorraine;RC Lens;1;2;13/08/2005;20:00;;2006;3
FC Nantes;AC Ajaccio;0;2;13/08/2005;20:00;;2006;3
OGC Nice;FC Sochaux-Montbéliard;1;2;13/08/2005;20:00;;2006;3
AS Saint-Etienne;FC Metz;2;0;13/08/2005;20:00;;2006;3
RC Strasbourg;AS Monaco;1;2;14/08/2005;18:00;;2006;3
Olympique de Marseille;Olympique Lyonnais;1;1;14/08/2005;20:45;;2006;3
Girondins de Bordeaux;AS Monaco;1;0;20/08/2005;17:15;;2006;4
AC Ajaccio;Le Mans FC;0;0;20/08/2005;20:00;;2006;4
RC Lens;AJ Auxerre;7;0;20/08/2005;20:00;;2006;4
Olympique Lyonnais;AS Nancy-Lorraine;1;0;20/08/2005;20:00;;2006;4
FC Metz;RC Strasbourg;0;0;20/08/2005;20:00;;2006;4
OGC Nice;FC Nantes;1;1;20/08/2005;20:00;;2006;4
Stade Rennais FC;Olympique de Marseille;3;2;20/08/2005;20:00;;2006;4
FC Sochaux-Montbéliard;LOSC Lille;0;0;20/08/2005;20:00;;2006;4
Toulouse FC;AS Saint-Etienne;1;1;21/08/2005;18:00;;2006;4
ESTAC Troyes;Paris Saint-Germain;1;1;21/08/2005;20:45;;2006;4
LOSC Lille;Toulouse FC;0;0;24/08/2005;20:30;;2006;5
Olympique de Marseille;AC Ajaccio;1;1;27/08/2005;17:15;;2006;5
Le Mans FC;ESTAC Troyes;1;0;27/08/2005;20:00;;2006;5
AS Nancy-Lorraine;Stade Rennais FC;6;0;27/08/2005;20:00;;2006;5
FC Nantes;FC Metz;0;0;27/08/2005;20:00;;2006;5
Paris Saint-Germain;OGC Nice;1;2;27/08/2005;20:00;;2006;5
AS Saint-Etienne;FC Sochaux-Montbéliard;0;0;27/08/2005;20:00;;2006;5
RC Strasbourg;Girondins de Bordeaux;0;0;27/08/2005;20:00;;2006;5
AS Monaco;RC Lens;0;0;28/08/2005;18:00;;2006;5
AJ Auxerre;Olympique Lyonnais;0;2;28/08/2005;20:45;;2006;5
Olympique Lyonnais;AS Monaco;2;1;10/09/2005;17:15;;2006;6
AC Ajaccio;AS Nancy-Lorraine;1;0;10/09/2005;20:00;;2006;6
FC Metz;LOSC Lille;0;2;10/09/2005;20:00;;2006;6
OGC Nice;AS Saint-Etienne;0;1;10/09/2005;20:00;;2006;6
Paris Saint-Germain;RC Strasbourg;1;0;10/09/2005;20:00;;2006;6
Stade Rennais FC;AJ Auxerre;3;1;10/09/2005;20:00;;2006;6
Toulouse FC;Le Mans FC;0;2;10/09/2005;20:00;;2006;6
ESTAC Troyes;FC Nantes;1;0;10/09/2005;20:00;;2006;6
RC Lens;Girondins de Bordeaux;1;1;11/09/2005;18:00;;2006;6
FC Sochaux-Montbéliard;Olympique de Marseille;0;1;11/09/2005;20:45;;2006;6
Girondins de Bordeaux;Olympique Lyonnais;1;1;17/09/2005;17:15;;2006;7
Le Mans FC;FC Sochaux-Montbéliard;2;1;17/09/2005;20:00;;2006;7
LOSC Lille;OGC Nice;4;0;17/09/2005;20:00;;2006;7
AS Nancy-Lorraine;FC Metz;1;1;17/09/2005;20:00;;2006;7
FC Nantes;Toulouse FC;2;0;17/09/2005;20:00;;2006;7
AJ Auxerre;AC Ajaccio;2;0;18/09/2005;18:00;;2006;7
Olympique de Marseille;ESTAC Troyes;2;1;18/09/2005;18:00;;2006;7
AS Monaco;Stade Rennais FC;0;2;18/09/2005;18:00;;2006;7
RC Strasbourg;RC Lens;1;1;18/09/2005;18:00;;2006;7
AS Saint-Etienne;Paris Saint-Germain;3;0;18/09/2005;21:00;;2006;7
Toulouse FC;Olympique de Marseille;1;0;21/09/2005;18:15;;2006;8
AC Ajaccio;RC Strasbourg;0;0;21/09/2005;20:30;;2006;8
FC Metz;AJ Auxerre;1;2;21/09/2005;20:30;;2006;8
OGC Nice;Le Mans FC;1;0;21/09/2005;20:30;;2006;8
Stade Rennais FC;Girondins de Bordeaux;2;2;21/09/2005;20:30;;2006;8
AS Saint-Etienne;AS Nancy-Lorraine;0;2;21/09/2005;20:30;;2006;8
FC Sochaux-Montbéliard;FC Nantes;1;0;21/09/2005;20:30;;2006;8
ESTAC Troyes;AS Monaco;1;2;21/09/2005;20:30;;2006;8
Paris Saint-Germain;LOSC Lille;2;1;21/09/2005;20:45;;2006;8
Olympique Lyonnais;RC Lens;1;1;22/09/2005;20:45;;2006;8
AS Monaco;OGC Nice;0;0;24/09/2005;17:15;;2006;9
AJ Auxerre;FC Sochaux-Montbéliard;3;0;24/09/2005;20:00;;2006;9
Girondins de Bordeaux;AC Ajaccio;1;0;24/09/2005;20:00;;2006;9
Le Mans FC;Paris Saint-Germain;0;0;24/09/2005;20:00;;2006;9
LOSC Lille;AS Saint-Etienne;2;0;24/09/2005;20:00;;2006;9
Olympique de Marseille;FC Metz;3;1;24/09/2005;20:00;;2006;9
AS Nancy-Lorraine;ESTAC Troyes;2;1;24/09/2005;20:00;;2006;9
RC Strasbourg;Toulouse FC;2;4;24/09/2005;20:00;;2006;9
FC Nantes;Olympique Lyonnais;0;1;25/09/2005;18:00;;2006;9
RC Lens;Stade Rennais FC;0;0;25/09/2005;20:45;;2006;9
Paris Saint-Germain;FC Nantes;2;0;01/10/2005;17:15;;2006;10
FC Metz;Girondins de Bordeaux;0;1;01/10/2005;20:00;;2006;10
AS Saint-Etienne;Le Mans FC;3;0;01/10/2005;20:00;;2006;10
FC Sochaux-Montbéliard;AS Nancy-Lorraine;0;2;01/10/2005;20:00;;2006;10
LOSC Lille;AS Monaco;0;1;02/10/2005;18:00;;2006;10
Stade Rennais FC;Olympique Lyonnais;1;3;02/10/2005;18:00;;2006;10
Toulouse FC;AJ Auxerre;2;0;02/10/2005;18:00;;2006;10
ESTAC Troyes;RC Strasbourg;1;1;02/10/2005;18:00;;2006;10
OGC Nice;Olympique de Marseille;0;1;02/10/2005;21:00;;2006;10
AC Ajaccio;RC Lens;0;0;11/11/2005;20:00;;2006;10
FC Nantes;AS Saint-Etienne;1;1;15/10/2005;17:15;;2006;11
AJ Auxerre;ESTAC Troyes;3;0;15/10/2005;20:00;;2006;11
Girondins de Bordeaux;FC Sochaux-Montbéliard;1;1;15/10/2005;20:00;;2006;11
Le Mans FC;LOSC Lille;1;1;15/10/2005;20:00;;2006;11
RC Lens;OGC Nice;2;2;15/10/2005;20:00;;2006;11
AS Monaco;FC Metz;3;0;15/10/2005;20:00;;2006;11
AS Nancy-Lorraine;Toulouse FC;2;0;15/10/2005;20:00;;2006;11
RC Strasbourg;Stade Rennais FC;0;1;15/10/2005;20:00;;2006;11
Olympique Lyonnais;AC Ajaccio;3;2;16/10/2005;18:00;;2006;11
Olympique de Marseille;Paris Saint-Germain;1;0;16/10/2005;21:00;;2006;11
FC Metz;Olympique Lyonnais;0;4;22/10/2005;17:15;;2006;12
LOSC Lille;FC Nantes;2;0;22/10/2005;20:00;;2006;12
OGC Nice;AJ Auxerre;1;0;22/10/2005;20:00;;2006;12
Paris Saint-Germain;AS Nancy-Lorraine;1;0;22/10/2005;20:00;;2006;12
Toulouse FC;Girondins de Bordeaux;1;1;22/10/2005;20:00;;2006;12
AC Ajaccio;Stade Rennais FC;0;1;23/10/2005;18:00;;2006;12
Le Mans FC;RC Strasbourg;2;0;23/10/2005;18:00;;2006;12
FC Sochaux-Montbéliard;AS Monaco;2;1;23/10/2005;18:00;;2006;12
ESTAC Troyes;RC Lens;1;1;23/10/2005;18:00;;2006;12
AS Saint-Etienne;Olympique de Marseille;2;1;23/10/2005;20:45;;2006;12
Olympique de Marseille;LOSC Lille;1;1;29/10/2005;17:15;;2006;13
Girondins de Bordeaux;ESTAC Troyes;2;0;29/10/2005;20:00;;2006;13
RC Lens;Toulouse FC;1;0;29/10/2005;20:00;;2006;13
Olympique Lyonnais;FC Sochaux-Montbéliard;1;0;29/10/2005;20:00;;2006;13
AS Monaco;AC Ajaccio;3;0;29/10/2005;20:00;;2006;13
FC Nantes;Le Mans FC;1;0;29/10/2005;20:00;;2006;13
Stade Rennais FC;FC Metz;2;1;29/10/2005;20:00;;2006;13
RC Strasbourg;AS Saint-Etienne;0;1;29/10/2005;20:00;;2006;13
AS Nancy-Lorraine;OGC Nice;0;0;30/10/2005;18:00;;2006;13
AJ Auxerre;Paris Saint-Germain;2;0;30/10/2005;20:45;;2006;13
Toulouse FC;Olympique Lyonnais;0;1;05/11/2005;17:15;;2006;14
Le Mans FC;Olympique de Marseille;3;0;05/11/2005;20:00;;2006;14
FC Metz;AC Ajaccio;2;0;05/11/2005;20:00;;2006;14
FC Nantes;AS Nancy-Lorraine;3;0;05/11/2005;20:00;;2006;14
OGC Nice;Girondins de Bordeaux;0;1;05/11/2005;20:00;;2006;14
AS Saint-Etienne;AJ Auxerre;1;1;05/11/2005;20:00;;2006;14
LOSC Lille;RC Strasbourg;2;0;06/11/2005;18:00;;2006;14
FC Sochaux-Montbéliard;RC Lens;1;1;06/11/2005;18:00;;2006;14
ESTAC Troyes;Stade Rennais FC;2;1;06/11/2005;18:00;;2006;14
Paris Saint-Germain;AS Monaco;0;0;06/11/2005;20:45;;2006;14
Olympique de Marseille;FC Nantes;2;1;19/11/2005;17:15;;2006;15
AS Monaco;AS Saint-Etienne;1;0;19/11/2005;17:15;;2006;15
AC Ajaccio;FC Sochaux-Montbéliard;0;1;19/11/2005;20:00;;2006;15
AJ Auxerre;LOSC Lille;3;2;19/11/2005;20:00;;2006;15
RC Lens;FC Metz;0;0;19/11/2005;20:00;;2006;15
Olympique Lyonnais;ESTAC Troyes;2;1;19/11/2005;20:00;;2006;15
AS Nancy-Lorraine;Le Mans FC;1;0;19/11/2005;20:00;;2006;15
RC Strasbourg;OGC Nice;0;0;19/11/2005;20:00;;2006;15
Stade Rennais FC;Toulouse FC;4;1;20/11/2005;18:00;;2006;15
Girondins de Bordeaux;Paris Saint-Germain;0;2;20/11/2005;20:45;;2006;15
Le Mans FC;AJ Auxerre;0;2;25/11/2005;20:00;;2006;16
AS Saint-Etienne;Girondins de Bordeaux;1;1;26/11/2005;17:15;;2006;16
LOSC Lille;AS Nancy-Lorraine;1;0;26/11/2005;20:00;;2006;16
OGC Nice;Olympique Lyonnais;1;1;26/11/2005;20:00;;2006;16
FC Sochaux-Montbéliard;Stade Rennais FC;1;0;26/11/2005;20:00;;2006;16
Toulouse FC;AC Ajaccio;3;0;26/11/2005;20:00;;2006;16
ESTAC Troyes;FC Metz;0;0;26/11/2005;20:00;;2006;16
FC Nantes;RC Strasbourg;4;3;27/11/2005;18:00;;2006;16
Paris Saint-Germain;RC Lens;3;4;27/11/2005;18:00;;2006;16
Olympique de Marseille;AS Monaco;2;1;27/11/2005;20:45;;2006;16
Olympique Lyonnais;Paris Saint-Germain;2;0;03/12/2005;17:15;;2006;17
AC Ajaccio;ESTAC Troyes;0;1;03/12/2005;20:00;;2006;17
AJ Auxerre;FC Nantes;4;0;03/12/2005;20:00;;2006;17
Girondins de Bordeaux;LOSC Lille;1;0;03/12/2005;20:00;;2006;17
FC Metz;Toulouse FC;2;2;03/12/2005;20:00;;2006;17
AS Monaco;Le Mans FC;2;0;03/12/2005;20:00;;2006;17
RC Strasbourg;FC Sochaux-Montbéliard;0;0;03/12/2005;20:00;;2006;17
AS Nancy-Lorraine;Olympique de Marseille;1;1;04/12/2005;18:00;;2006;17
Stade Rennais FC;OGC Nice;1;0;04/12/2005;18:00;;2006;17
RC Lens;AS Saint-Etienne;2;1;04/12/2005;21:00;;2006;17
LOSC Lille;RC Lens;0;0;10/12/2005;17:15;;2006;18
Le Mans FC;Girondins de Bordeaux;1;0;10/12/2005;20:00;;2006;18
Olympique de Marseille;AJ Auxerre;1;0;10/12/2005;20:00;;2006;18
AS Nancy-Lorraine;RC Strasbourg;1;2;10/12/2005;20:00;;2006;18
OGC Nice;AC Ajaccio;1;0;10/12/2005;20:00;;2006;18
Paris Saint-Germain;Stade Rennais FC;2;0;10/12/2005;20:00;;2006;18
FC Sochaux-Montbéliard;FC Metz;1;1;10/12/2005;20:00;;2006;18
Toulouse FC;ESTAC Troyes;2;1;10/12/2005;20:00;;2006;18
FC Nantes;AS Monaco;0;0;11/12/2005;18:00;;2006;18
AS Saint-Etienne;Olympique Lyonnais;0;0;11/12/2005;21:00;;2006;18
Olympique Lyonnais;LOSC Lille;1;3;16/12/2005;20:45;;2006;19
AC Ajaccio;Paris Saint-Germain;1;1;17/12/2005;17:15;;2006;19
AJ Auxerre;AS Nancy-Lorraine;0;1;17/12/2005;20:00;;2006;19
Girondins de Bordeaux;FC Nantes;0;0;17/12/2005;20:00;;2006;19
FC Metz;OGC Nice;1;0;17/12/2005;20:00;;2006;19
Stade Rennais FC;AS Saint-Etienne;0;1;17/12/2005;20:00;;2006;19
RC Strasbourg;Olympique de Marseille;0;1;17/12/2005;20:00;;2006;19
ESTAC Troyes;FC Sochaux-Montbéliard;2;1;17/12/2005;20:00;;2006;19
RC Lens;Le Mans FC;2;0;18/12/2005;18:00;;2006;19
AS Monaco;Toulouse FC;1;0;18/12/2005;18:00;;2006;19
RC Strasbourg;Olympique Lyonnais;0;4;04/01/2006;18:15;;2006;20
Le Mans FC;FC Metz;2;0;04/01/2006;20:30;;2006;20
LOSC Lille;AC Ajaccio;2;0;04/01/2006;20:30;;2006;20
AS Nancy-Lorraine;Girondins de Bordeaux;0;0;04/01/2006;20:30;;2006;20
FC Nantes;Stade Rennais FC;0;2;04/01/2006;20:30;;2006;20
OGC Nice;Toulouse FC;2;1;04/01/2006;20:30;;2006;20
Paris Saint-Germain;FC Sochaux-Montbéliard;3;1;04/01/2006;20:30;;2006;20
AS Saint-Etienne;ESTAC Troyes;1;1;04/01/2006;20:30;;2006;20
Olympique de Marseille;RC Lens;1;1;04/01/2006;20:45;;2006;20
AJ Auxerre;AS Monaco;2;1;05/01/2006;20:45;;2006;20
Girondins de Bordeaux;AJ Auxerre;1;0;11/01/2006;18:15;;2006;21
AC Ajaccio;FC Nantes;0;2;11/01/2006;20:30;;2006;21
RC Lens;AS Nancy-Lorraine;1;2;11/01/2006;20:30;;2006;21
FC Metz;AS Saint-Etienne;0;1;11/01/2006;20:30;;2006;21
AS Monaco;RC Strasbourg;1;1;11/01/2006;20:30;;2006;21
Stade Rennais FC;Le Mans FC;1;0;11/01/2006;20:30;;2006;21
FC Sochaux-Montbéliard;OGC Nice;1;1;11/01/2006;20:30;;2006;21
ESTAC Troyes;LOSC Lille;1;0;11/01/2006;20:30;;2006;21
Olympique Lyonnais;Olympique de Marseille;2;1;11/01/2006;21:00;;2006;21
Toulouse FC;Paris Saint-Germain;1;0;12/01/2006;20:45;;2006;21
AS Nancy-Lorraine;Olympique Lyonnais;0;2;14/01/2006;17:15;;2006;22
AJ Auxerre;RC Lens;1;0;14/01/2006;20:00;;2006;22
Le Mans FC;AC Ajaccio;1;0;14/01/2006;20:00;;2006;22
LOSC Lille;FC Sochaux-Montbéliard;3;0;14/01/2006;20:00;;2006;22
AS Monaco;Girondins de Bordeaux;0;1;14/01/2006;20:00;;2006;22
FC Nantes;OGC Nice;0;0;14/01/2006;20:00;;2006;22
RC Strasbourg;FC Metz;2;1;14/01/2006;20:00;;2006;22
Paris Saint-Germain;ESTAC Troyes;2;1;15/01/2006;18:00;;2006;22
AS Saint-Etienne;Toulouse FC;NA;NA;15/01/2006;Reporté;;2006;22
Olympique de Marseille;Stade Rennais FC;1;0;15/01/2006;20:45;;2006;22
AS Saint-Etienne;Toulouse FC;1;3;01/02/2006;20:00;;2006;22
AC Ajaccio;Olympique de Marseille;3;1;21/01/2006;17:15;;2006;23
Girondins de Bordeaux;RC Strasbourg;2;1;21/01/2006;20:00;;2006;23
FC Metz;FC Nantes;1;4;21/01/2006;20:00;;2006;23
OGC Nice;Paris Saint-Germain;1;0;21/01/2006;20:00;;2006;23
Stade Rennais FC;AS Nancy-Lorraine;0;2;21/01/2006;20:00;;2006;23
FC Sochaux-Montbéliard;AS Saint-Etienne;4;0;21/01/2006;20:00;;2006;23
Toulouse FC;LOSC Lille;0;0;21/01/2006;20:00;;2006;23
ESTAC Troyes;Le Mans FC;1;3;21/01/2006;20:00;;2006;23
RC Lens;AS Monaco;1;1;22/01/2006;18:00;;2006;23
Olympique Lyonnais;AJ Auxerre;1;1;22/01/2006;20:45;;2006;23
Girondins de Bordeaux;RC Lens;1;0;28/01/2006;17:15;;2006;24
AJ Auxerre;Stade Rennais FC;2;0;28/01/2006;20:00;;2006;24
Le Mans FC;Toulouse FC;1;1;28/01/2006;20:00;;2006;24
Olympique de Marseille;FC Sochaux-Montbéliard;0;0;28/01/2006;20:00;;2006;24
AS Nancy-Lorraine;AC Ajaccio;0;0;28/01/2006;20:00;;2006;24
FC Nantes;ESTAC Troyes;NA;NA;28/01/2006;Reporté;;2006;24
AS Saint-Etienne;OGC Nice;NA;NA;28/01/2006;Reporté;;2006;24
LOSC Lille;FC Metz;3;1;29/01/2006;18:00;;2006;24
AS Monaco;Olympique Lyonnais;NA;NA;29/01/2006;Reporté;;2006;24
RC Strasbourg;Paris Saint-Germain;1;1;08/02/2006;20:00;;2006;24
AS Saint-Etienne;OGC Nice;0;1;14/02/2006;20:00;;2006;24
FC Nantes;ESTAC Troyes;1;1;14/02/2006;20:00;;2006;24
AS Monaco;Olympique Lyonnais;2;1;23/04/2006;20:45;;2006;24
Paris Saint-Germain;AS Saint-Etienne;2;2;04/02/2006;17:15;;2006;25
AC Ajaccio;AJ Auxerre;1;0;04/02/2006;20:00;;2006;25
RC Lens;RC Strasbourg;2;1;04/02/2006;20:00;;2006;25
OGC Nice;LOSC Lille;2;0;04/02/2006;20:00;;2006;25
Stade Rennais FC;AS Monaco;1;3;04/02/2006;20:00;;2006;25
FC Sochaux-Montbéliard;Le Mans FC;0;0;04/02/2006;20:00;;2006;25
Toulouse FC;FC Nantes;1;0;04/02/2006;20:00;;2006;25
ESTAC Troyes;Olympique de Marseille;0;1;05/02/2006;18:00;;2006;25
Olympique Lyonnais;Girondins de Bordeaux;0;0;05/02/2006;21:00;;2006;25
FC Metz;AS Nancy-Lorraine;0;0;07/03/2006;20:00;;2006;25
RC Lens;Olympique Lyonnais;1;1;11/02/2006;17:15;;2006;26
AJ Auxerre;FC Metz;1;1;11/02/2006;20:00;;2006;26
Girondins de Bordeaux;Stade Rennais FC;2;0;11/02/2006;20:00;;2006;26
Le Mans FC;OGC Nice;2;0;11/02/2006;20:00;;2006;26
AS Monaco;ESTAC Troyes;1;1;11/02/2006;20:00;;2006;26
AS Nancy-Lorraine;AS Saint-Etienne;2;0;11/02/2006;20:00;;2006;26
FC Nantes;FC Sochaux-Montbéliard;3;1;11/02/2006;20:00;;2006;26
RC Strasbourg;AC Ajaccio;2;2;11/02/2006;20:00;;2006;26
Olympique de Marseille;Toulouse FC;0;0;12/02/2006;18:00;;2006;26
LOSC Lille;Paris Saint-Germain;0;0;12/02/2006;21:00;;2006;26
Olympique Lyonnais;FC Nantes;3;1;17/02/2006;20:45;;2006;27
OGC Nice;AS Monaco;2;0;18/02/2006;17:15;;2006;27
AC Ajaccio;Girondins de Bordeaux;0;2;18/02/2006;20:00;;2006;27
Paris Saint-Germain;Le Mans FC;0;1;18/02/2006;20:00;;2006;27
Stade Rennais FC;RC Lens;4;1;18/02/2006;20:00;;2006;27
AS Saint-Etienne;LOSC Lille;0;2;18/02/2006;20:00;;2006;27
FC Sochaux-Montbéliard;AJ Auxerre;1;0;18/02/2006;20:00;;2006;27
Toulouse FC;RC Strasbourg;1;2;18/02/2006;20:00;;2006;27
ESTAC Troyes;AS Nancy-Lorraine;0;1;18/02/2006;20:00;;2006;27
FC Metz;Olympique de Marseille;1;0;19/02/2006;18:00;;2006;27
FC Nantes;Paris Saint-Germain;0;0;25/02/2006;17:15;;2006;28
AJ Auxerre;Toulouse FC;2;0;25/02/2006;20:00;;2006;28
Girondins de Bordeaux;FC Metz;3;3;25/02/2006;20:00;;2006;28
Le Mans FC;AS Saint-Etienne;0;1;25/02/2006;20:00;;2006;28
Olympique Lyonnais;Stade Rennais FC;1;4;25/02/2006;20:00;;2006;28
AS Nancy-Lorraine;FC Sochaux-Montbéliard;0;3;25/02/2006;20:00;;2006;28
RC Lens;AC Ajaccio;1;0;26/02/2006;18:00;;2006;28
AS Monaco;LOSC Lille;0;1;26/02/2006;18:00;;2006;28
RC Strasbourg;ESTAC Troyes;2;0;26/02/2006;18:00;;2006;28
Olympique de Marseille;OGC Nice;1;0;26/02/2006;21:00;;2006;28
FC Sochaux-Montbéliard;Girondins de Bordeaux;NA;NA;04/03/2006;Reporté;;2006;29
AC Ajaccio;Olympique Lyonnais;1;3;04/03/2006;20:00;;2006;29
LOSC Lille;Le Mans FC;4;0;04/03/2006;20:00;;2006;29
FC Metz;AS Monaco;2;1;04/03/2006;20:00;;2006;29
OGC Nice;RC Lens;0;0;04/03/2006;20:00;;2006;29
Stade Rennais FC;RC Strasbourg;2;1;04/03/2006;20:00;;2006;29
Toulouse FC;AS Nancy-Lorraine;1;1;04/03/2006;20:00;;2006;29
Paris Saint-Germain;Olympique de Marseille;0;0;05/03/2006;17:00;;2006;29
ESTAC Troyes;AJ Auxerre;1;1;05/03/2006;18:45;;2006;29
AS Saint-Etienne;FC Nantes;1;0;05/03/2006;20:45;;2006;29
FC Sochaux-Montbéliard;Girondins de Bordeaux;0;3;23/04/2006;18:00;;2006;29
AS Nancy-Lorraine;Paris Saint-Germain;1;1;11/03/2006;17:15;;2006;30
AJ Auxerre;OGC Nice;2;0;11/03/2006;20:00;;2006;30
Girondins de Bordeaux;Toulouse FC;2;0;11/03/2006;20:00;;2006;30
RC Lens;ESTAC Troyes;1;0;11/03/2006;20:00;;2006;30
Olympique Lyonnais;FC Metz;4;0;11/03/2006;20:00;;2006;30
AS Monaco;FC Sochaux-Montbéliard;4;1;11/03/2006;20:00;;2006;30
Stade Rennais FC;AC Ajaccio;3;0;11/03/2006;20:00;;2006;30
FC Nantes;LOSC Lille;1;1;12/03/2006;18:00;;2006;30
RC Strasbourg;Le Mans FC;1;2;12/03/2006;18:00;;2006;30
Olympique de Marseille;AS Saint-Etienne;2;0;12/03/2006;21:00;;2006;30
Le Mans FC;FC Nantes;0;0;18/03/2006;17:15;;2006;31
AC Ajaccio;AS Monaco;1;0;18/03/2006;20:00;;2006;31
FC Metz;Stade Rennais FC;0;1;18/03/2006;20:00;;2006;31
OGC Nice;AS Nancy-Lorraine;1;0;18/03/2006;20:00;;2006;31
FC Sochaux-Montbéliard;Olympique Lyonnais;0;4;18/03/2006;20:00;;2006;31
Toulouse FC;RC Lens;1;1;18/03/2006;20:00;;2006;31
ESTAC Troyes;Girondins de Bordeaux;1;1;18/03/2006;20:00;;2006;31
LOSC Lille;Olympique de Marseille;0;0;19/03/2006;17:30;;2006;31
AS Saint-Etienne;RC Strasbourg;0;2;19/03/2006;18:00;;2006;31
Paris Saint-Germain;AJ Auxerre;4;1;19/03/2006;20:45;;2006;31
Olympique Lyonnais;Toulouse FC;1;1;25/03/2006;17:15;;2006;32
AC Ajaccio;FC Metz;0;1;25/03/2006;20:00;;2006;32
AJ Auxerre;AS Saint-Etienne;0;0;25/03/2006;20:00;;2006;32
RC Lens;FC Sochaux-Montbéliard;2;1;25/03/2006;20:00;;2006;32
Olympique de Marseille;Le Mans FC;1;1;25/03/2006;20:00;;2006;32
AS Nancy-Lorraine;FC Nantes;0;0;25/03/2006;20:00;;2006;32
Stade Rennais FC;ESTAC Troyes;2;0;25/03/2006;20:00;;2006;32
RC Strasbourg;LOSC Lille;2;2;25/03/2006;20:00;;2006;32
Girondins de Bordeaux;OGC Nice;1;0;26/03/2006;18:00;;2006;32
AS Monaco;Paris Saint-Germain;1;1;26/03/2006;20:45;;2006;32
LOSC Lille;AJ Auxerre;1;1;01/04/2006;17:15;;2006;33
ESTAC Troyes;Olympique Lyonnais;0;1;01/04/2006;17:15;;2006;33
FC Metz;RC Lens;0;1;01/04/2006;20:00;;2006;33
FC Nantes;Olympique de Marseille;1;3;01/04/2006;20:00;;2006;33
OGC Nice;RC Strasbourg;3;1;01/04/2006;20:00;;2006;33
AS Saint-Etienne;AS Monaco;1;1;01/04/2006;20:00;;2006;33
FC Sochaux-Montbéliard;AC Ajaccio;3;1;01/04/2006;20:00;;2006;33
Le Mans FC;AS Nancy-Lorraine;0;0;02/04/2006;18:00;;2006;33
Toulouse FC;Stade Rennais FC;0;1;02/04/2006;18:00;;2006;33
Paris Saint-Germain;Girondins de Bordeaux;3;1;02/04/2006;20:45;;2006;33
RC Lens;Paris Saint-Germain;1;1;08/04/2006;17:15;;2006;34
AC Ajaccio;Toulouse FC;1;0;08/04/2006;20:00;;2006;34
Girondins de Bordeaux;AS Saint-Etienne;0;0;08/04/2006;20:00;;2006;34
Olympique Lyonnais;OGC Nice;2;1;08/04/2006;20:00;;2006;34
FC Metz;ESTAC Troyes;2;4;08/04/2006;20:00;;2006;34
AS Monaco;Olympique de Marseille;1;0;08/04/2006;20:00;;2006;34
AS Nancy-Lorraine;LOSC Lille;0;0;08/04/2006;20:00;;2006;34
RC Strasbourg;FC Nantes;0;1;08/04/2006;20:00;;2006;34
AJ Auxerre;Le Mans FC;0;0;09/04/2006;18:00;;2006;34
Stade Rennais FC;FC Sochaux-Montbéliard;2;1;09/04/2006;20:45;;2006;34
Toulouse FC;FC Metz;2;0;14/04/2006;20:00;;2006;35
LOSC Lille;Girondins de Bordeaux;3;2;15/04/2006;17:15;;2006;35
Le Mans FC;AS Monaco;0;0;15/04/2006;20:00;;2006;35
Olympique de Marseille;AS Nancy-Lorraine;6;0;15/04/2006;20:00;;2006;35
FC Nantes;AJ Auxerre;3;2;15/04/2006;20:00;;2006;35
AS Saint-Etienne;RC Lens;2;0;15/04/2006;20:00;;2006;35
FC Sochaux-Montbéliard;RC Strasbourg;1;1;15/04/2006;20:00;;2006;35
ESTAC Troyes;AC Ajaccio;3;0;15/04/2006;20:00;;2006;35
OGC Nice;Stade Rennais FC;2;1;16/04/2006;18:00;;2006;35
Paris Saint-Germain;Olympique Lyonnais;0;1;16/04/2006;21:00;;2006;35
RC Lens;LOSC Lille;4;2;29/04/2006;17:15;;2006;36
AC Ajaccio;OGC Nice;0;3;30/04/2006;16:30;;2006;36
Girondins de Bordeaux;Le Mans FC;2;2;30/04/2006;16:30;;2006;36
FC Metz;FC Sochaux-Montbéliard;0;1;30/04/2006;16:30;;2006;36
AS Monaco;FC Nantes;1;1;30/04/2006;16:30;;2006;36
RC Strasbourg;AS Nancy-Lorraine;1;3;30/04/2006;16:30;;2006;36
ESTAC Troyes;Toulouse FC;3;1;30/04/2006;16:30;;2006;36
Olympique Lyonnais;AS Saint-Etienne;4;0;30/04/2006;21:00;;2006;36
AJ Auxerre;Olympique de Marseille;1;2;03/05/2006;20:45;;2006;36
Stade Rennais FC;Paris Saint-Germain;1;1;03/05/2006;20:45;;2006;36
Le Mans FC;RC Lens;0;0;06/05/2006;20:00;;2006;37
LOSC Lille;Olympique Lyonnais;4;0;06/05/2006;20:00;;2006;37
