club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
Le Mans FC;Angers SCO;2;3;18/05/1947;;;1947;42
SC Toulon;FC Antibes;3;0;18/05/1947;;;1947;42
Perpignan FC;FC Sochaux-Montbéliard;1;4;18/05/1947;;;1947;42
SA Douai;Clermont Foot;0;0;18/05/1947;;;1947;42
Troyes ASTS;Nîmes Olympique;0;1;18/05/1947;;;1947;42
FC Nantes;CA Paris;1;1;18/05/1947;;;1947;42
FC Avignon;OGC Nice;2;0;18/05/1947;;;1947;42
Besançon RC;Angoulême;2;3;18/05/1947;;;1947;42
Olympique d'Alès;Lyon OU;5;1;18/05/1947;;;1947;42
Girondins de Bordeaux;Valenciennes FC;0;4;24/08/1947;;;1948;1
Lyon OU;FC Avignon;3;0;24/08/1947;;;1948;1
Angoulême;Besançon RC;0;1;24/08/1947;;;1948;1
AS Béziers;FC Nantes;4;1;24/08/1947;;;1948;1
Amiens SC;CA Paris;4;2;24/08/1947;;;1948;1
Havre AC;SR Colmar;3;0;24/08/1947;;;1948;1
Nîmes Olympique;FC Rouen 1899;0;0;24/08/1947;;;1948;1
Troyes ASTS;RC Lens;2;1;24/08/1947;;;1948;1
Angers SCO;OGC Nice;0;2;24/08/1947;;;1948;1
SA Douai;Le Mans FC;1;1;11/01/1948;;;1948;1
Besançon RC;Lyon OU;0;2;31/08/1947;;;1948;2
Angoulême;Girondins de Bordeaux;3;3;31/08/1947;;;1948;2
AS Béziers;SA Douai;1;1;31/08/1947;;;1948;2
Valenciennes FC;FC Avignon;0;1;31/08/1947;;;1948;2
RC Lens;OGC Nice;1;5;31/08/1947;;;1948;2
FC Rouen 1899;Havre AC;0;1;31/08/1947;;;1948;2
Nîmes Olympique;Amiens SC;0;1;31/08/1947;;;1948;2
Troyes ASTS;Angers SCO;1;0;31/08/1947;;;1948;2
CA Paris;SR Colmar;1;2;31/08/1947;;;1948;2
FC Nantes;Le Mans FC;0;0;23/11/1947;;;1948;2
Girondins de Bordeaux;AS Béziers;3;0;07/09/1947;;;1948;3
Lyon OU;Angoulême;4;0;07/09/1947;;;1948;3
Le Mans FC;Besançon RC;0;2;07/09/1947;;;1948;3
FC Avignon;FC Nantes;2;1;07/09/1947;;;1948;3
SA Douai;Valenciennes FC;1;3;07/09/1947;;;1948;3
Amiens SC;Troyes ASTS;5;2;07/09/1947;;;1948;3
Havre AC;Nîmes Olympique;2;1;07/09/1947;;;1948;3
OGC Nice;FC Rouen 1899;4;1;07/09/1947;;;1948;3
SR Colmar;RC Lens;1;1;07/09/1947;;;1948;3
Angers SCO;CA Paris;4;0;07/09/1947;;;1948;3
FC Nantes;Girondins de Bordeaux;3;2;14/09/1947;;;1948;4
Besançon RC;AS Béziers;3;1;14/09/1947;;;1948;4
Angoulême;SA Douai;1;2;14/09/1947;;;1948;4
FC Avignon;Le Mans FC;4;2;14/09/1947;;;1948;4
Valenciennes FC;Lyon OU;7;2;14/09/1947;;;1948;4
RC Lens;Amiens SC;2;0;14/09/1947;;;1948;4
FC Rouen 1899;Troyes ASTS;0;1;14/09/1947;;;1948;4
Nîmes Olympique;Angers SCO;1;1;14/09/1947;;;1948;4
OGC Nice;SR Colmar;2;1;14/09/1947;;;1948;4
CA Paris;Havre AC;0;3;14/09/1947;;;1948;4
Girondins de Bordeaux;Besançon RC;2;1;21/09/1947;;;1948;5
Lyon OU;FC Nantes;1;2;21/09/1947;;;1948;5
Le Mans FC;Valenciennes FC;0;0;21/09/1947;;;1948;5
AS Béziers;Angoulême;3;3;21/09/1947;;;1948;5
SA Douai;FC Avignon;2;1;21/09/1947;;;1948;5
Amiens SC;FC Rouen 1899;0;0;21/09/1947;;;1948;5
Havre AC;RC Lens;1;0;21/09/1947;;;1948;5
OGC Nice;CA Paris;4;2;21/09/1947;;;1948;5
Troyes ASTS;Nîmes Olympique;0;3;21/09/1947;;;1948;5
Angers SCO;SR Colmar;1;3;21/09/1947;;;1948;5
FC Nantes;Angoulême;2;1;28/09/1947;;;1948;6
Besançon RC;SA Douai;5;2;28/09/1947;;;1948;6
Le Mans FC;Lyon OU;2;0;28/09/1947;;;1948;6
FC Avignon;Girondins de Bordeaux;3;1;28/09/1947;;;1948;6
Valenciennes FC;AS Béziers;3;1;28/09/1947;;;1948;6
RC Lens;Nîmes Olympique;5;1;28/09/1947;;;1948;6
FC Rouen 1899;Angers SCO;3;1;28/09/1947;;;1948;6
OGC Nice;Havre AC;3;0;28/09/1947;;;1948;6
SR Colmar;Amiens SC;1;0;28/09/1947;;;1948;6
CA Paris;Troyes ASTS;5;0;28/09/1947;;;1948;6
Girondins de Bordeaux;Le Mans FC;2;0;05/10/1947;;;1948;7
Besançon RC;FC Nantes;0;0;05/10/1947;;;1948;7
Angoulême;Valenciennes FC;2;6;05/10/1947;;;1948;7
AS Béziers;FC Avignon;3;0;05/10/1947;;;1948;7
SA Douai;Lyon OU;2;4;05/10/1947;;;1948;7
Amiens SC;OGC Nice;1;0;05/10/1947;;;1948;7
FC Rouen 1899;RC Lens;2;3;05/10/1947;;;1948;7
Nîmes Olympique;CA Paris;1;0;05/10/1947;;;1948;7
Troyes ASTS;SR Colmar;2;2;05/10/1947;;;1948;7
Angers SCO;Havre AC;3;1;05/10/1947;;;1948;7
FC Nantes;SA Douai;2;1;12/10/1947;;;1948;8
Lyon OU;Girondins de Bordeaux;3;2;12/10/1947;;;1948;8
Le Mans FC;AS Béziers;1;1;12/10/1947;;;1948;8
FC Avignon;Angoulême;2;2;12/10/1947;;;1948;8
Valenciennes FC;Besançon RC;1;3;12/10/1947;;;1948;8
RC Lens;Angers SCO;6;1;12/10/1947;;;1948;8
Havre AC;Amiens SC;3;0;12/10/1947;;;1948;8
OGC Nice;Troyes ASTS;8;2;12/10/1947;;;1948;8
SR Colmar;Nîmes Olympique;2;0;12/10/1947;;;1948;8
CA Paris;FC Rouen 1899;0;4;12/10/1947;;;1948;8
FC Nantes;Valenciennes FC;1;3;26/10/1947;;;1948;9
Besançon RC;FC Avignon;5;1;26/10/1947;;;1948;9
Angoulême;Le Mans FC;2;0;26/10/1947;;;1948;9
AS Béziers;Lyon OU;2;3;26/10/1947;;;1948;9
SA Douai;Girondins de Bordeaux;2;0;26/10/1947;;;1948;9
RC Lens;CA Paris;2;0;26/10/1947;;;1948;9
FC Rouen 1899;SR Colmar;1;0;26/10/1947;;;1948;9
Nîmes Olympique;OGC Nice;0;0;26/10/1947;;;1948;9
Troyes ASTS;Havre AC;2;0;26/10/1947;;;1948;9
Angers SCO;Amiens SC;1;0;26/10/1947;;;1948;9
Girondins de Bordeaux;Angers SCO;10;2;02/11/1947;;;1948;10
Lyon OU;RC Lens;2;0;02/11/1947;;;1948;10
Le Mans FC;FC Rouen 1899;1;0;02/11/1947;;;1948;10
FC Avignon;Nîmes Olympique;0;2;02/11/1947;;;1948;10
Valenciennes FC;Troyes ASTS;5;1;02/11/1947;;;1948;10
Amiens SC;Besançon RC;3;2;02/11/1947;;;1948;10
Havre AC;Angoulême;2;1;02/11/1947;;;1948;10
OGC Nice;AS Béziers;5;0;02/11/1947;;;1948;10
SR Colmar;SA Douai;3;0;02/11/1947;;;1948;10
CA Paris;FC Nantes;2;3;02/11/1947;;;1948;10
Amiens SC;Le Mans FC;3;1;09/11/1947;;;1948;11
RC Lens;Angoulême;4;0;09/11/1947;;;1948;11
Havre AC;AS Béziers;3;0;09/11/1947;;;1948;11
FC Rouen 1899;FC Avignon;2;1;09/11/1947;;;1948;11
OGC Nice;Valenciennes FC;3;1;09/11/1947;;;1948;11
Nîmes Olympique;SA Douai;4;2;09/11/1947;;;1948;11
SR Colmar;Girondins de Bordeaux;2;1;09/11/1947;;;1948;11
Troyes ASTS;FC Nantes;1;3;09/11/1947;;;1948;11
CA Paris;Besançon RC;5;1;09/11/1947;;;1948;11
Angers SCO;Lyon OU;1;3;09/11/1947;;;1948;11
Girondins de Bordeaux;CA Paris;3;2;16/11/1947;;;1948;12
FC Nantes;Angers SCO;2;3;16/11/1947;;;1948;12
Lyon OU;Amiens SC;2;0;16/11/1947;;;1948;12
Besançon RC;RC Lens;1;1;16/11/1947;;;1948;12
Le Mans FC;Havre AC;1;2;16/11/1947;;;1948;12
Angoulême;FC Rouen 1899;0;2;16/11/1947;;;1948;12
FC Avignon;OGC Nice;1;2;16/11/1947;;;1948;12
AS Béziers;Nîmes Olympique;0;0;16/11/1947;;;1948;12
Valenciennes FC;SR Colmar;3;1;16/11/1947;;;1948;12
SA Douai;Troyes ASTS;2;2;16/11/1947;;;1948;12
RC Lens;Le Mans FC;4;0;30/11/1947;;;1948;13
CA Paris;Lyon OU;3;1;11/12/1947;;;1948;13
Amiens SC;Angoulême;3;0;11/12/1947;;;1948;13
SR Colmar;FC Nantes;4;0;11/12/1947;;;1948;13
Troyes ASTS;Girondins de Bordeaux;1;2;11/12/1947;;;1948;13
Havre AC;FC Avignon;5;0;14/12/1947;;;1948;13
Angers SCO;Besançon RC;2;2;14/12/1947;;;1948;13
FC Rouen 1899;AS Béziers;1;1;18/12/1947;;;1948;13
Nîmes Olympique;Valenciennes FC;2;3;12/02/1948;;;1948;13
OGC Nice;SA Douai;4;1;12/02/1948;;;1948;13
FC Nantes;Amiens SC;4;1;07/12/1947;;;1948;14
Lyon OU;FC Rouen 1899;0;2;07/12/1947;;;1948;14
Besançon RC;Havre AC;4;1;07/12/1947;;;1948;14
Angoulême;OGC Nice;0;1;07/12/1947;;;1948;14
SA Douai;CA Paris;1;5;15/01/1948;;;1948;14
AS Béziers;SR Colmar;1;2;15/01/1948;;;1948;14
Valenciennes FC;Angers SCO;0;3;15/01/1948;;;1948;14
FC Avignon;Troyes ASTS;2;2;15/01/1948;;;1948;14
Le Mans FC;Nîmes Olympique;5;2;15/01/1948;;;1948;14
Girondins de Bordeaux;RC Lens;0;0;18/01/1948;;;1948;14
Amiens SC;Valenciennes FC;1;3;21/12/1947;;;1948;15
RC Lens;SA Douai;4;0;21/12/1947;;;1948;15
Havre AC;Girondins de Bordeaux;1;0;21/12/1947;;;1948;15
FC Rouen 1899;FC Nantes;4;1;21/12/1947;;;1948;15
OGC Nice;Lyon OU;3;1;21/12/1947;;;1948;15
Nîmes Olympique;Besançon RC;2;1;21/12/1947;;;1948;15
SR Colmar;Le Mans FC;4;0;21/12/1947;;;1948;15
Troyes ASTS;Angoulême;2;2;21/12/1947;;;1948;15
CA Paris;AS Béziers;0;1;21/12/1947;;;1948;15
Angers SCO;FC Avignon;3;0;21/12/1947;;;1948;15
Girondins de Bordeaux;OGC Nice;0;0;25/12/1947;;;1948;16
FC Nantes;Nîmes Olympique;7;3;25/12/1947;;;1948;16
Lyon OU;SR Colmar;0;3;25/12/1947;;;1948;16
Besançon RC;Troyes ASTS;4;0;25/12/1947;;;1948;16
Le Mans FC;CA Paris;2;3;25/12/1947;;;1948;16
Angoulême;Angers SCO;3;0;25/12/1947;;;1948;16
FC Avignon;Amiens SC;3;0;25/12/1947;;;1948;16
AS Béziers;RC Lens;1;1;25/12/1947;;;1948;16
Valenciennes FC;Havre AC;2;2;25/12/1947;;;1948;16
SA Douai;FC Rouen 1899;1;2;25/12/1947;;;1948;16
Girondins de Bordeaux;Nîmes Olympique;6;0;28/12/1947;;;1948;17
FC Nantes;OGC Nice;4;1;28/12/1947;;;1948;17
Lyon OU;Troyes ASTS;4;1;28/12/1947;;;1948;17
Besançon RC;SR Colmar;3;1;28/12/1947;;;1948;17
Le Mans FC;Angers SCO;1;2;28/12/1947;;;1948;17
Angoulême;CA Paris;3;1;28/12/1947;;;1948;17
FC Avignon;RC Lens;0;3;28/12/1947;;;1948;17
SA Douai;Havre AC;5;0;28/12/1947;;;1948;17
AS Béziers;Amiens SC;1;2;28/12/1947;;;1948;17
Valenciennes FC;FC Rouen 1899;1;1;28/12/1947;;;1948;17
Amiens SC;SA Douai;3;1;11/01/1948;;;1948;18
RC Lens;Valenciennes FC;6;2;11/01/1948;;;1948;18
Havre AC;FC Nantes;3;0;11/01/1948;;;1948;18
FC Rouen 1899;Girondins de Bordeaux;3;2;11/01/1948;;;1948;18
OGC Nice;Besançon RC;4;1;11/01/1948;;;1948;18
Nîmes Olympique;Lyon OU;1;1;11/01/1948;;;1948;18
SR Colmar;Angoulême;8;1;11/01/1948;;;1948;18
Troyes ASTS;Le Mans FC;3;2;11/01/1948;;;1948;18
CA Paris;FC Avignon;1;1;11/01/1948;;;1948;18
Angers SCO;AS Béziers;4;0;11/01/1948;;;1948;18
Girondins de Bordeaux;Amiens SC;2;1;18/01/1948;;;1948;19
FC Nantes;RC Lens;1;2;18/01/1948;;;1948;19
Lyon OU;Havre AC;1;0;18/01/1948;;;1948;19
Besançon RC;FC Rouen 1899;1;2;18/01/1948;;;1948;19
Le Mans FC;OGC Nice;1;2;18/01/1948;;;1948;19
Angoulême;Nîmes Olympique;2;1;18/01/1948;;;1948;19
FC Avignon;SR Colmar;1;1;18/01/1948;;;1948;19
AS Béziers;Troyes ASTS;2;2;18/01/1948;;;1948;19
Valenciennes FC;CA Paris;2;0;18/01/1948;;;1948;19
SA Douai;Angers SCO;2;1;18/01/1948;;;1948;19
AS Béziers;Girondins de Bordeaux;3;4;25/01/1948;;;1948;20
Angoulême;Lyon OU;2;0;25/01/1948;;;1948;20
Besançon RC;Le Mans FC;2;1;25/01/1948;;;1948;20
FC Nantes;FC Avignon;6;1;25/01/1948;;;1948;20
Valenciennes FC;SA Douai;1;2;25/01/1948;;;1948;20
Troyes ASTS;Amiens SC;0;2;25/01/1948;;;1948;20
Nîmes Olympique;Havre AC;1;3;25/01/1948;;;1948;20
FC Rouen 1899;OGC Nice;0;0;25/01/1948;;;1948;20
RC Lens;SR Colmar;2;2;25/01/1948;;;1948;20
CA Paris;Angers SCO;0;4;25/01/1948;;;1948;20
Le Mans FC;FC Nantes;0;2;08/02/1948;;;1948;21
Lyon OU;Besançon RC;3;0;08/02/1948;;;1948;21
Girondins de Bordeaux;Angoulême;4;0;08/02/1948;;;1948;21
SA Douai;AS Béziers;4;0;08/02/1948;;;1948;21
FC Avignon;Valenciennes FC;1;0;08/02/1948;;;1948;21
OGC Nice;RC Lens;5;0;08/02/1948;;;1948;21
Havre AC;FC Rouen 1899;1;1;08/02/1948;;;1948;21
Amiens SC;Nîmes Olympique;2;0;08/02/1948;;;1948;21
Angers SCO;Troyes ASTS;2;2;08/02/1948;;;1948;21
SR Colmar;CA Paris;1;0;08/02/1948;;;1948;21
Besançon RC;Girondins de Bordeaux;0;0;15/02/1948;;;1948;22
FC Nantes;Lyon OU;5;2;15/02/1948;;;1948;22
Valenciennes FC;Le Mans FC;3;2;15/02/1948;;;1948;22
Angoulême;AS Béziers;5;3;15/02/1948;;;1948;22
FC Avignon;SA Douai;4;0;15/02/1948;;;1948;22
FC Rouen 1899;Amiens SC;5;0;15/02/1948;;;1948;22
RC Lens;Havre AC;0;1;15/02/1948;;;1948;22
Nîmes Olympique;Troyes ASTS;5;1;15/02/1948;;;1948;22
SR Colmar;Angers SCO;4;1;15/02/1948;;;1948;22
CA Paris;OGC Nice;2;3;15/02/1948;;;1948;22
Girondins de Bordeaux;FC Nantes;6;2;22/02/1948;;;1948;23
AS Béziers;Besançon RC;4;2;22/02/1948;;;1948;23
SA Douai;Angoulême;1;1;22/02/1948;;;1948;23
Le Mans FC;FC Avignon;5;1;22/02/1948;;;1948;23
Amiens SC;RC Lens;2;2;22/02/1948;;;1948;23
Troyes ASTS;FC Rouen 1899;1;4;22/02/1948;;;1948;23
Angers SCO;Nîmes Olympique;3;0;22/02/1948;;;1948;23
OGC Nice;SR Colmar;4;0;22/02/1948;;;1948;23
Lyon OU;Valenciennes FC;2;0;26/02/1948;;;1948;23
Havre AC;CA Paris;2;0;21/03/1948;;;1948;23
Angoulême;FC Nantes;3;2;07/03/1948;;;1948;24
SA Douai;Besançon RC;3;2;07/03/1948;;;1948;24
Lyon OU;Le Mans FC;1;1;07/03/1948;;;1948;24
Girondins de Bordeaux;FC Avignon;2;0;07/03/1948;;;1948;24
AS Béziers;Valenciennes FC;2;0;07/03/1948;;;1948;24
Angers SCO;FC Rouen 1899;2;0;07/03/1948;;;1948;24
Havre AC;OGC Nice;0;1;07/03/1948;;;1948;24
Amiens SC;SR Colmar;0;2;07/03/1948;;;1948;24
Troyes ASTS;CA Paris;2;1;07/03/1948;;;1948;24
Nîmes Olympique;RC Lens;2;0;07/03/1948;;;1948;24
Valenciennes FC;Girondins de Bordeaux;1;0;14/03/1948;;;1948;25
FC Avignon;Lyon OU;1;2;14/03/1948;;;1948;25
Besançon RC;Angoulême;2;0;14/03/1948;;;1948;25
FC Nantes;AS Béziers;1;0;14/03/1948;;;1948;25
Le Mans FC;SA Douai;3;0;14/03/1948;;;1948;25
CA Paris;Amiens SC;5;1;14/03/1948;;;1948;25
SR Colmar;Havre AC;0;1;14/03/1948;;;1948;25
FC Rouen 1899;Nîmes Olympique;2;1;14/03/1948;;;1948;25
RC Lens;Troyes ASTS;1;1;14/03/1948;;;1948;25
OGC Nice;Angers SCO;2;0;14/03/1948;;;1948;25
Angoulême;Amiens SC;3;2;26/03/1948;;;1948;26
Le Mans FC;RC Lens;2;2;26/03/1948;;;1948;26
FC Avignon;Havre AC;1;2;26/03/1948;;;1948;26
AS Béziers;FC Rouen 1899;1;1;26/03/1948;;;1948;26
SA Douai;OGC Nice;4;2;26/03/1948;;;1948;26
Valenciennes FC;Nîmes Olympique;0;0;26/03/1948;;;1948;26
FC Nantes;SR Colmar;2;2;26/03/1948;;;1948;26
Girondins de Bordeaux;Troyes ASTS;3;0;26/03/1948;;;1948;26
Lyon OU;CA Paris;4;0;26/03/1948;;;1948;26
Besançon RC;Angers SCO;1;4;26/03/1948;;;1948;26
Le Mans FC;Amiens SC;2;2;28/03/1948;;;1948;27
Angoulême;RC Lens;1;4;28/03/1948;;;1948;27
AS Béziers;Havre AC;2;1;28/03/1948;;;1948;27
FC Avignon;FC Rouen 1899;2;4;28/03/1948;;;1948;27
Valenciennes FC;OGC Nice;2;1;28/03/1948;;;1948;27
SA Douai;Nîmes Olympique;2;1;28/03/1948;;;1948;27
Girondins de Bordeaux;SR Colmar;1;2;28/03/1948;;;1948;27
FC Nantes;Troyes ASTS;3;1;28/03/1948;;;1948;27
Besançon RC;CA Paris;2;1;28/03/1948;;;1948;27
Lyon OU;Angers SCO;1;2;28/03/1948;;;1948;27
CA Paris;Girondins de Bordeaux;0;1;04/04/1948;;;1948;28
Angers SCO;FC Nantes;3;2;04/04/1948;;;1948;28
Amiens SC;Lyon OU;3;1;04/04/1948;;;1948;28
RC Lens;Besançon RC;3;1;04/04/1948;;;1948;28
Havre AC;Le Mans FC;2;2;04/04/1948;;;1948;28
FC Rouen 1899;Angoulême;5;2;04/04/1948;;;1948;28
OGC Nice;FC Avignon;9;0;04/04/1948;;;1948;28
Nîmes Olympique;AS Béziers;3;1;04/04/1948;;;1948;28
SR Colmar;Valenciennes FC;1;0;04/04/1948;;;1948;28
Troyes ASTS;SA Douai;2;3;04/04/1948;;;1948;28
SA Douai;FC Nantes;1;5;11/04/1948;;;1948;29
Girondins de Bordeaux;Lyon OU;1;0;11/04/1948;;;1948;29
AS Béziers;Le Mans FC;1;0;11/04/1948;;;1948;29
Angoulême;FC Avignon;4;0;11/04/1948;;;1948;29
Besançon RC;Valenciennes FC;1;1;11/04/1948;;;1948;29
Angers SCO;RC Lens;2;0;11/04/1948;;;1948;29
Amiens SC;Havre AC;2;2;11/04/1948;;;1948;29
Troyes ASTS;OGC Nice;0;1;11/04/1948;;;1948;29
Nîmes Olympique;SR Colmar;2;0;11/04/1948;;;1948;29
FC Rouen 1899;CA Paris;1;1;11/04/1948;;;1948;29
Le Mans FC;Girondins de Bordeaux;0;2;18/04/1948;;;1948;30
FC Nantes;Besançon RC;1;2;18/04/1948;;;1948;30
Valenciennes FC;Angoulême;3;1;18/04/1948;;;1948;30
FC Avignon;AS Béziers;1;0;18/04/1948;;;1948;30
Lyon OU;SA Douai;1;1;18/04/1948;;;1948;30
OGC Nice;Amiens SC;7;1;18/04/1948;;;1948;30
RC Lens;FC Rouen 1899;0;0;18/04/1948;;;1948;30
CA Paris;Nîmes Olympique;5;1;18/04/1948;;;1948;30
SR Colmar;Troyes ASTS;3;0;18/04/1948;;;1948;30
Havre AC;Angers SCO;0;1;18/04/1948;;;1948;30
Angers SCO;Girondins de Bordeaux;0;0;25/04/1948;;;1948;31
RC Lens;Lyon OU;1;3;25/04/1948;;;1948;31
FC Rouen 1899;Le Mans FC;2;1;25/04/1948;;;1948;31
Nîmes Olympique;FC Avignon;5;0;25/04/1948;;;1948;31
Troyes ASTS;Valenciennes FC;4;4;25/04/1948;;;1948;31
Besançon RC;Amiens SC;4;2;25/04/1948;;;1948;31
Angoulême;Havre AC;1;6;25/04/1948;;;1948;31
AS Béziers;OGC Nice;1;1;25/04/1948;;;1948;31
SA Douai;SR Colmar;0;2;25/04/1948;;;1948;31
FC Nantes;CA Paris;4;2;25/04/1948;;;1948;31
Valenciennes FC;FC Nantes;1;1;02/05/1948;;;1948;32
FC Avignon;Besançon RC;4;1;02/05/1948;;;1948;32
Le Mans FC;Angoulême;1;2;02/05/1948;;;1948;32
Lyon OU;AS Béziers;5;0;02/05/1948;;;1948;32
Girondins de Bordeaux;SA Douai;1;1;02/05/1948;;;1948;32
CA Paris;RC Lens;1;0;02/05/1948;;;1948;32
SR Colmar;FC Rouen 1899;3;1;02/05/1948;;;1948;32
OGC Nice;Nîmes Olympique;1;1;02/05/1948;;;1948;32
Havre AC;Troyes ASTS;7;0;02/05/1948;;;1948;32
Amiens SC;Angers SCO;3;2;02/05/1948;;;1948;32
OGC Nice;Girondins de Bordeaux;1;1;06/05/1948;;;1948;33
Nîmes Olympique;FC Nantes;4;1;06/05/1948;;;1948;33
SR Colmar;Lyon OU;3;1;06/05/1948;;;1948;33
Troyes ASTS;Besançon RC;2;1;06/05/1948;;;1948;33
CA Paris;Le Mans FC;1;1;06/05/1948;;;1948;33
Angers SCO;Angoulême;0;0;06/05/1948;;;1948;33
Amiens SC;FC Avignon;6;1;06/05/1948;;;1948;33
Havre AC;Valenciennes FC;0;0;06/05/1948;;;1948;33
FC Rouen 1899;SA Douai;2;1;06/05/1948;;;1948;33
RC Lens;AS Béziers;1;1;03/06/1948;;;1948;33
Nîmes Olympique;Girondins de Bordeaux;2;2;09/05/1948;;;1948;34
OGC Nice;FC Nantes;2;0;09/05/1948;;;1948;34
Troyes ASTS;Lyon OU;3;3;09/05/1948;;;1948;34
SR Colmar;Besançon RC;1;1;09/05/1948;;;1948;34
Angers SCO;Le Mans FC;1;2;09/05/1948;;;1948;34
CA Paris;Angoulême;3;3;09/05/1948;;;1948;34
Amiens SC;AS Béziers;3;2;09/05/1948;;;1948;34
FC Rouen 1899;Valenciennes FC;3;1;09/05/1948;;;1948;34
Havre AC;SA Douai;7;0;09/05/1948;;;1948;34
RC Lens;FC Avignon;2;1;20/05/1948;;;1948;34
Valenciennes FC;Amiens SC;2;3;16/05/1948;;;1948;35
SA Douai;RC Lens;2;1;16/05/1948;;;1948;35
Girondins de Bordeaux;Havre AC;4;1;16/05/1948;;;1948;35
FC Nantes;FC Rouen 1899;1;1;16/05/1948;;;1948;35
Lyon OU;OGC Nice;1;0;16/05/1948;;;1948;35
Besançon RC;Nîmes Olympique;2;2;16/05/1948;;;1948;35
Le Mans FC;SR Colmar;4;1;16/05/1948;;;1948;35
Angoulême;Troyes ASTS;1;0;16/05/1948;;;1948;35
AS Béziers;CA Paris;2;1;16/05/1948;;;1948;35
FC Avignon;Angers SCO;0;3;16/05/1948;;;1948;35
RC Lens;Girondins de Bordeaux;0;0;23/05/1948;;;1948;36
Amiens SC;FC Nantes;7;2;23/05/1948;;;1948;36
FC Rouen 1899;Lyon OU;0;0;23/05/1948;;;1948;36
Havre AC;Besançon RC;4;0;23/05/1948;;;1948;36
Nîmes Olympique;Le Mans FC;2;0;23/05/1948;;;1948;36
OGC Nice;Angoulême;6;2;23/05/1948;;;1948;36
Troyes ASTS;FC Avignon;6;1;23/05/1948;;;1948;36
SR Colmar;AS Béziers;5;2;23/05/1948;;;1948;36
Angers SCO;Valenciennes FC;5;4;23/05/1948;;;1948;36
CA Paris;SA Douai;1;2;23/05/1948;;;1948;36
SA Douai;Amiens SC;0;0;30/05/1948;;;1948;37
Valenciennes FC;RC Lens;3;1;30/05/1948;;;1948;37
FC Nantes;Havre AC;0;0;30/05/1948;;;1948;37
Girondins de Bordeaux;FC Rouen 1899;4;2;30/05/1948;;;1948;37
Besançon RC;OGC Nice;3;1;30/05/1948;;;1948;37
Lyon OU;Nîmes Olympique;3;1;30/05/1948;;;1948;37
Angoulême;SR Colmar;0;5;30/05/1948;;;1948;37
Le Mans FC;Troyes ASTS;3;1;30/05/1948;;;1948;37
CA Paris;FC Avignon;2;0;30/05/1948;;;1948;37
AS Béziers;Angers SCO;3;0;30/05/1948;;;1948;37
Amiens SC;Girondins de Bordeaux;1;0;06/06/1948;;;1948;38
RC Lens;FC Nantes;5;2;06/06/1948;;;1948;38
Havre AC;Lyon OU;4;1;06/06/1948;;;1948;38
FC Rouen 1899;Besançon RC;5;1;06/06/1948;;;1948;38
OGC Nice;Le Mans FC;9;0;06/06/1948;;;1948;38
Nîmes Olympique;Angoulême;11;1;06/06/1948;;;1948;38
SR Colmar;FC Avignon;5;0;06/06/1948;;;1948;38
Troyes ASTS;AS Béziers;3;1;06/06/1948;;;1948;38
CA Paris;Valenciennes FC;2;1;06/06/1948;;;1948;38
Angers SCO;SA Douai;2;0;06/06/1948;;;1948;38
Havre AC;Le Mans FC;4;0;22/08/1948;;;1949;1
Girondins de Bordeaux;Angers SCO;1;1;22/08/1948;;;1949;1
Lyon OU;Olympique d'Alès;1;1;22/08/1948;;;1949;1
RC Lens;AS Monaco;3;0;22/08/1948;;;1949;1
Valenciennes FC;SC Toulon;1;1;22/08/1948;;;1949;1
Amiens SC;Besançon RC;2;2;22/08/1948;;;1949;1
Nîmes Olympique;AS Béziers;1;3;22/08/1948;;;1949;1
CA Paris;FC Rouen 1899;1;1;22/08/1948;;;1949;1
SA Douai;Troyes ASTS;1;2;22/08/1948;;;1949;1
Olympique d'Alès;FC Nantes;2;2;29/08/1948;;;1949;2
FC Rouen 1899;Lyon OU;4;0;29/08/1948;;;1949;2
Angers SCO;Valenciennes FC;4;0;29/08/1948;;;1949;2
Besançon RC;Havre AC;0;2;29/08/1948;;;1949;2
AS Béziers;Girondins de Bordeaux;2;4;29/08/1948;;;1949;2
Troyes ASTS;CA Paris;1;2;29/08/1948;;;1949;2
Le Mans FC;Nîmes Olympique;3;3;29/08/1948;;;1949;2
AS Monaco;Amiens SC;1;4;29/08/1948;;;1949;2
SC Toulon;SA Douai;2;1;29/08/1948;;;1949;2
Havre AC;Angers SCO;0;0;05/09/1948;;;1949;3
Girondins de Bordeaux;Troyes ASTS;10;1;05/09/1948;;;1949;3
Lyon OU;AS Monaco;1;5;05/09/1948;;;1949;3
RC Lens;Le Mans FC;4;1;05/09/1948;;;1949;3
Amiens SC;AS Béziers;2;0;05/09/1948;;;1949;3
Valenciennes FC;FC Rouen 1899;0;3;05/09/1948;;;1949;3
FC Nantes;Besançon RC;4;4;05/09/1948;;;1949;3
Nîmes Olympique;SC Toulon;3;1;05/09/1948;;;1949;3
SA Douai;Olympique d'Alès;2;2;05/09/1948;;;1949;3
Olympique d'Alès;RC Lens;1;1;09/09/1948;;;1949;4
FC Rouen 1899;FC Nantes;0;0;09/09/1948;;;1949;4
Besançon RC;Nîmes Olympique;1;1;09/09/1948;;;1949;4
AS Béziers;Valenciennes FC;4;1;09/09/1948;;;1949;4
