club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
Montluçon;US Tavaux;4;0;17/11/1979;;B;1980;16
SR Saint-Dié;Olympique d'Alès;2;2;17/11/1979;;B;1980;16
Amicale de Lucé;Tours FC;0;2;24/11/1979;;A;1980;17
Stade Rennais FC;Stade de Reims;2;0;24/11/1979;;A;1980;17
US Nœux-les-Mines;EA Guingamp;1;0;24/11/1979;;A;1980;17
Quimper Cornouaille FC;FC Rouen 1899;2;0;24/11/1979;;A;1980;17
Limoges FC;Besançon RC;0;0;24/11/1979;;A;1980;17
AAJ Blois;Angoulême;1;0;24/11/1979;;A;1980;17
Havre AC;USL Dunkerque;2;1;24/11/1979;;A;1980;17
Châteauroux;US Orléans;3;0;24/11/1979;;A;1980;17
Chaumont FC;UES Montmorillon;3;1;24/11/1979;;A;1980;17
AJ Auxerre;Montpellier Hérault SC;2;0;24/11/1979;;B;1980;17
US Tavaux;AS Cannes;2;1;24/11/1979;;B;1980;17
Toulouse FC;Olympique Thonon Chablais;2;1;24/11/1979;;B;1980;17
FC Avignon;Montluçon;3;0;24/11/1979;;B;1980;17
AC Ajaccio;FC Martigues;0;0;24/11/1979;;B;1980;17
Olympique d'Alès;AS Béziers;2;1;24/11/1979;;B;1980;17
SR Saint-Dié;Paris FC;2;2;24/11/1979;;B;1980;17
SC Toulon;Thionville;0;2;24/11/1979;;B;1980;17
FC Gueugnon;FC Mulhouse;0;0;24/11/1979;;B;1980;17
Tours FC;Besançon RC;4;1;01/12/1979;;A;1980;18
Chaumont FC;Stade Rennais FC;0;0;01/12/1979;;A;1980;18
EA Guingamp;Châteauroux;1;0;01/12/1979;;A;1980;18
Stade de Reims;US Nœux-les-Mines;0;1;01/12/1979;;A;1980;18
FC Rouen 1899;AAJ Blois;2;2;01/12/1979;;A;1980;18
Angoulême;Amicale de Lucé;0;1;01/12/1979;;A;1980;18
US Orléans;Havre AC;0;1;01/12/1979;;A;1980;18
USL Dunkerque;Limoges FC;0;1;01/12/1979;;A;1980;18
UES Montmorillon;Quimper Cornouaille FC;2;1;01/12/1979;;A;1980;18
US Tavaux;AJ Auxerre;1;0;01/12/1979;;B;1980;18
AS Cannes;FC Gueugnon;0;0;01/12/1979;;B;1980;18
Olympique Thonon Chablais;AS Béziers;2;1;01/12/1979;;B;1980;18
FC Mulhouse;FC Avignon;0;2;01/12/1979;;B;1980;18
Montpellier Hérault SC;SC Toulon;4;0;01/12/1979;;B;1980;18
FC Martigues;Olympique d'Alès;1;0;01/12/1979;;B;1980;18
Montluçon;Toulouse FC;1;1;01/12/1979;;B;1980;18
Paris FC;AC Ajaccio;2;1;01/12/1979;;B;1980;18
Thionville;SR Saint-Dié;3;4;01/12/1979;;B;1980;18
US Nœux-les-Mines;Tours FC;1;1;08/12/1979;;A;1980;19
Stade Rennais FC;Angoulême;3;1;08/12/1979;;A;1980;19
Besançon RC;EA Guingamp;0;0;08/12/1979;;A;1980;19
AAJ Blois;Stade de Reims;2;0;08/12/1979;;A;1980;19
Havre AC;FC Rouen 1899;1;0;08/12/1979;;A;1980;19
Limoges FC;US Orléans;0;1;08/12/1979;;A;1980;19
Châteauroux;USL Dunkerque;1;2;08/12/1979;;A;1980;19
Quimper Cornouaille FC;Chaumont FC;3;1;08/12/1979;;A;1980;19
Amicale de Lucé;UES Montmorillon;1;1;08/12/1979;;A;1980;19
AJ Auxerre;Montluçon;1;0;08/12/1979;;B;1980;19
SC Toulon;Olympique Thonon Chablais;2;1;08/12/1979;;B;1980;19
FC Avignon;Montpellier Hérault SC;4;1;08/12/1979;;B;1980;19
Toulouse FC;AS Cannes;0;0;08/12/1979;;B;1980;19
SR Saint-Dié;FC Martigues;3;2;08/12/1979;;B;1980;19
Olympique d'Alès;Paris FC;0;1;08/12/1979;;B;1980;19
AS Béziers;Thionville;4;2;08/12/1979;;B;1980;19
FC Gueugnon;US Tavaux;1;1;08/12/1979;;B;1980;19
AC Ajaccio;FC Mulhouse;1;0;08/12/1979;;B;1980;19
Tours FC;Limoges FC;1;0;22/12/1979;;A;1980;20
Stade Rennais FC;Amicale de Lucé;1;1;22/12/1979;;A;1980;20
FC Rouen 1899;EA Guingamp;1;2;22/12/1979;;A;1980;20
US Orléans;US Nœux-les-Mines;3;0;22/12/1979;;A;1980;20
USL Dunkerque;Besançon RC;0;1;22/12/1979;;A;1980;20
Chaumont FC;Havre AC;2;0;22/12/1979;;A;1980;20
Stade de Reims;Quimper Cornouaille FC;3;1;22/12/1979;;A;1980;20
Angoulême;Châteauroux;2;2;22/12/1979;;A;1980;20
UES Montmorillon;AAJ Blois;5;0;22/12/1979;;A;1980;20
AJ Auxerre;Toulouse FC;1;2;22/12/1979;;B;1980;20
AS Cannes;FC Avignon;2;2;22/12/1979;;B;1980;20
Olympique Thonon Chablais;Olympique d'Alès;3;1;22/12/1979;;B;1980;20
FC Martigues;AS Béziers;1;1;22/12/1979;;B;1980;20
Paris FC;SC Toulon;0;0;22/12/1979;;B;1980;20
Montluçon;SR Saint-Dié;5;2;22/12/1979;;B;1980;20
FC Mulhouse;Thionville;2;2;22/12/1979;;B;1980;20
US Tavaux;AC Ajaccio;1;1;22/12/1979;;B;1980;20
Montpellier Hérault SC;FC Gueugnon;1;1;30/04/1980;;B;1980;20
Quimper Cornouaille FC;Stade Rennais FC;1;1;19/01/1980;;A;1980;21
EA Guingamp;USL Dunkerque;2;3;19/01/1980;;A;1980;21
Besançon RC;US Orléans;1;1;19/01/1980;;A;1980;21
Amicale de Lucé;Stade de Reims;1;1;19/01/1980;;A;1980;21
US Nœux-les-Mines;UES Montmorillon;3;0;19/01/1980;;A;1980;21
Havre AC;Angoulême;0;0;19/01/1980;;A;1980;21
AAJ Blois;Chaumont FC;2;2;19/01/1980;;A;1980;21
Châteauroux;Tours FC;1;3;15/03/1980;;A;1980;21
Limoges FC;FC Rouen 1899;0;2;12/04/1980;;A;1980;21
FC Gueugnon;AJ Auxerre;4;1;19/01/1980;;B;1980;21
FC Avignon;US Tavaux;2;0;19/01/1980;;B;1980;21
SC Toulon;AS Cannes;2;1;19/01/1980;;B;1980;21
Thionville;FC Martigues;0;0;19/01/1980;;B;1980;21
AC Ajaccio;Montluçon;1;2;19/01/1980;;B;1980;21
Olympique d'Alès;FC Mulhouse;1;1;19/01/1980;;B;1980;21
SR Saint-Dié;Olympique Thonon Chablais;1;3;09/02/1980;;B;1980;21
Toulouse FC;Montpellier Hérault SC;1;0;04/03/1980;;B;1980;21
AS Béziers;Paris FC;0;1;02/04/1980;;B;1980;21
Tours FC;USL Dunkerque;1;0;26/01/1980;;A;1980;22
Stade Rennais FC;AAJ Blois;1;0;26/01/1980;;A;1980;22
US Orléans;EA Guingamp;1;3;26/01/1980;;A;1980;22
Angoulême;Besançon RC;0;0;26/01/1980;;A;1980;22
Chaumont FC;US Nœux-les-Mines;0;1;26/01/1980;;A;1980;22
Stade de Reims;Limoges FC;1;0;26/01/1980;;A;1980;22
UES Montmorillon;Havre AC;0;0;26/01/1980;;A;1980;22
FC Rouen 1899;Châteauroux;3;1;26/01/1980;;A;1980;22
Quimper Cornouaille FC;Amicale de Lucé;2;1;26/01/1980;;A;1980;22
AJ Auxerre;FC Avignon;1;2;26/01/1980;;B;1980;22
Olympique Thonon Chablais;FC Martigues;1;1;26/01/1980;;B;1980;22
AS Cannes;AC Ajaccio;3;2;26/01/1980;;B;1980;22
FC Gueugnon;Toulouse FC;3;2;26/01/1980;;B;1980;22
Montpellier Hérault SC;Olympique d'Alès;2;2;26/01/1980;;B;1980;22
Paris FC;Thionville;2;1;26/01/1980;;B;1980;22
Montluçon;AS Béziers;0;1;26/01/1980;;B;1980;22
FC Mulhouse;SR Saint-Dié;1;1;26/01/1980;;B;1980;22
US Tavaux;SC Toulon;2;1;26/01/1980;;B;1980;22
EA Guingamp;Tours FC;1;1;02/02/1980;;A;1980;23
Besançon RC;Stade Rennais FC;0;0;02/02/1980;;A;1980;23
US Nœux-les-Mines;FC Rouen 1899;4;1;02/02/1980;;A;1980;23
Havre AC;Stade de Reims;0;2;02/02/1980;;A;1980;23
Limoges FC;Angoulême;1;1;02/02/1980;;A;1980;23
USL Dunkerque;US Orléans;1;1;02/02/1980;;A;1980;23
AAJ Blois;Quimper Cornouaille FC;1;1;02/02/1980;;A;1980;23
Amicale de Lucé;Chaumont FC;2;1;02/02/1980;;A;1980;23
Châteauroux;UES Montmorillon;2;2;02/02/1980;;A;1980;23
FC Avignon;FC Gueugnon;0;3;02/02/1980;;B;1980;23
Toulouse FC;US Tavaux;5;1;02/02/1980;;B;1980;23
SR Saint-Dié;AS Cannes;0;3;02/02/1980;;B;1980;23
AS Béziers;AJ Auxerre;1;1;03/02/1980;;B;1980;23
Thionville;Olympique Thonon Chablais;2;2;03/02/1980;;B;1980;23
FC Martigues;Paris FC;2;1;03/02/1980;;B;1980;23
AC Ajaccio;Montpellier Hérault SC;2;2;03/02/1980;;B;1980;23
Olympique d'Alès;Montluçon;0;0;03/02/1980;;B;1980;23
SC Toulon;FC Mulhouse;4;2;03/02/1980;;B;1980;23
Tours FC;US Orléans;4;1;16/02/1980;;A;1980;24
Stade Rennais FC;EA Guingamp;4;1;16/02/1980;;A;1980;24
Angoulême;US Nœux-les-Mines;3;0;16/02/1980;;A;1980;24
Stade de Reims;Châteauroux;2;2;16/02/1980;;A;1980;24
Chaumont FC;Besançon RC;1;1;16/02/1980;;A;1980;24
Quimper Cornouaille FC;Havre AC;0;0;16/02/1980;;A;1980;24
FC Rouen 1899;USL Dunkerque;1;0;16/02/1980;;A;1980;24
UES Montmorillon;Limoges FC;2;1;16/02/1980;;A;1980;24
Amicale de Lucé;AAJ Blois;1;2;16/02/1980;;A;1980;24
Olympique Thonon Chablais;Paris FC;1;1;16/02/1980;;B;1980;24
AS Cannes;Olympique d'Alès;4;0;16/02/1980;;B;1980;24
AJ Auxerre;Thionville;3;0;16/02/1980;;B;1980;24
FC Mulhouse;FC Martigues;3;2;16/02/1980;;B;1980;24
Toulouse FC;FC Avignon;3;0;16/02/1980;;B;1980;24
US Tavaux;AS Béziers;3;2;16/02/1980;;B;1980;24
Montpellier Hérault SC;SR Saint-Dié;2;0;16/02/1980;;B;1980;24
FC Gueugnon;AC Ajaccio;7;1;16/02/1980;;B;1980;24
Montluçon;SC Toulon;0;0;16/02/1980;;B;1980;24
AAJ Blois;Tours FC;0;2;23/02/1980;;A;1980;25
Limoges FC;Stade Rennais FC;1;1;23/02/1980;;A;1980;25
EA Guingamp;Stade de Reims;4;0;23/02/1980;;A;1980;25
US Nœux-les-Mines;Quimper Cornouaille FC;0;2;23/02/1980;;A;1980;25
Besançon RC;UES Montmorillon;4;2;23/02/1980;;A;1980;25
USL Dunkerque;Angoulême;0;0;23/02/1980;;A;1980;25
US Orléans;FC Rouen 1899;1;0;23/02/1980;;A;1980;25
Havre AC;Amicale de Lucé;4;0;23/02/1980;;A;1980;25
Châteauroux;Chaumont FC;3;2;23/02/1980;;A;1980;25
Thionville;Montpellier Hérault SC;4;1;22/02/1980;;B;1980;25
FC Avignon;Olympique Thonon Chablais;2;2;23/02/1980;;B;1980;25
AC Ajaccio;Toulouse FC;1;0;23/02/1980;;B;1980;25
SR Saint-Dié;US Tavaux;2;1;23/02/1980;;B;1980;25
AS Béziers;AS Cannes;0;1;24/02/1980;;B;1980;25
FC Martigues;Montluçon;0;0;24/02/1980;;B;1980;25
Paris FC;FC Mulhouse;2;0;24/02/1980;;B;1980;25
SC Toulon;FC Gueugnon;1;1;24/02/1980;;B;1980;25
Olympique d'Alès;AJ Auxerre;0;4;24/02/1980;;B;1980;25
FC Rouen 1899;Besançon RC;1;1;29/02/1980;;A;1980;26
Stade de Reims;Tours FC;1;0;01/03/1980;;A;1980;26
Stade Rennais FC;Châteauroux;3;1;01/03/1980;;A;1980;26
UES Montmorillon;EA Guingamp;1;2;01/03/1980;;A;1980;26
Amicale de Lucé;US Nœux-les-Mines;1;0;01/03/1980;;A;1980;26
Angoulême;US Orléans;0;0;01/03/1980;;A;1980;26
AAJ Blois;Havre AC;0;0;01/03/1980;;A;1980;26
Quimper Cornouaille FC;Limoges FC;1;0;01/03/1980;;A;1980;26
Chaumont FC;USL Dunkerque;2;2;01/03/1980;;A;1980;26
AS Cannes;Thionville;2;1;29/02/1980;;B;1980;26
Toulouse FC;SC Toulon;2;0;29/02/1980;;B;1980;26
AJ Auxerre;SR Saint-Dié;1;0;01/03/1980;;B;1980;26
Montpellier Hérault SC;Olympique Thonon Chablais;0;0;01/03/1980;;B;1980;26
US Tavaux;FC Martigues;2;1;01/03/1980;;B;1980;26
Montluçon;Paris FC;0;0;01/03/1980;;B;1980;26
FC Avignon;AC Ajaccio;3;2;01/03/1980;;B;1980;26
FC Gueugnon;Olympique d'Alès;2;0;01/03/1980;;B;1980;26
FC Mulhouse;AS Béziers;1;2;01/03/1980;;B;1980;26
Tours FC;FC Rouen 1899;1;1;22/03/1980;;A;1980;27
Havre AC;Stade Rennais FC;0;1;22/03/1980;;A;1980;27
EA Guingamp;Angoulême;2;0;22/03/1980;;A;1980;27
US Orléans;Stade de Reims;0;0;22/03/1980;;A;1980;27
Besançon RC;Amicale de Lucé;3;1;22/03/1980;;A;1980;27
US Nœux-les-Mines;AAJ Blois;1;0;22/03/1980;;A;1980;27
Châteauroux;Quimper Cornouaille FC;1;0;22/03/1980;;A;1980;27
USL Dunkerque;UES Montmorillon;0;0;22/03/1980;;A;1980;27
Limoges FC;Chaumont FC;0;1;22/03/1980;;A;1980;27
FC Martigues;AS Cannes;1;1;22/03/1980;;B;1980;27
Olympique Thonon Chablais;FC Mulhouse;2;1;22/03/1980;;B;1980;27
Montpellier Hérault SC;Paris FC;2;0;22/03/1980;;B;1980;27
SR Saint-Dié;FC Gueugnon;1;1;22/03/1980;;B;1980;27
Thionville;Montluçon;0;0;22/03/1980;;B;1980;27
Olympique d'Alès;US Tavaux;3;2;22/03/1980;;B;1980;27
SC Toulon;FC Avignon;0;0;12/04/1980;;B;1980;27
AS Béziers;Toulouse FC;1;0;12/04/1980;;B;1980;27
AC Ajaccio;AJ Auxerre;1;1;30/04/1980;;B;1980;27
Angoulême;Tours FC;0;1;29/03/1980;;A;1980;28
Stade Rennais FC;USL Dunkerque;4;3;29/03/1980;;A;1980;28
Chaumont FC;EA Guingamp;1;2;29/03/1980;;A;1980;28
Quimper Cornouaille FC;Besançon RC;0;2;29/03/1980;;A;1980;28
Stade de Reims;FC Rouen 1899;0;0;29/03/1980;;A;1980;28
Havre AC;US Nœux-les-Mines;3;1;29/03/1980;;A;1980;28
UES Montmorillon;US Orléans;2;0;29/03/1980;;A;1980;28
AAJ Blois;Limoges FC;0;0;29/03/1980;;A;1980;28
Amicale de Lucé;Châteauroux;0;1;29/03/1980;;A;1980;28
Toulouse FC;SR Saint-Dié;4;0;28/03/1980;;B;1980;28
AS Cannes;Paris FC;1;1;29/03/1980;;B;1980;28
AJ Auxerre;FC Martigues;2;2;29/03/1980;;B;1980;28
Montluçon;Olympique Thonon Chablais;1;0;29/03/1980;;B;1980;28
Montpellier Hérault SC;FC Mulhouse;0;0;29/03/1980;;B;1980;28
FC Gueugnon;AS Béziers;2;0;29/03/1980;;B;1980;28
FC Avignon;Olympique d'Alès;3;0;29/03/1980;;B;1980;28
US Tavaux;Thionville;1;1;29/03/1980;;B;1980;28
AC Ajaccio;SC Toulon;1;0;30/03/1980;;B;1980;28
FC Rouen 1899;Angoulême;2;1;03/04/1980;;A;1980;29
Besançon RC;Havre AC;1;2;04/04/1980;;A;1980;29
Tours FC;UES Montmorillon;4;0;05/04/1980;;A;1980;29
US Nœux-les-Mines;Stade Rennais FC;1;0;05/04/1980;;A;1980;29
EA Guingamp;Quimper Cornouaille FC;3;1;05/04/1980;;A;1980;29
USL Dunkerque;Stade de Reims;3;0;05/04/1980;;A;1980;29
US Orléans;Chaumont FC;2;1;05/04/1980;;A;1980;29
Châteauroux;AAJ Blois;1;1;05/04/1980;;A;1980;29
Limoges FC;Amicale de Lucé;2;1;05/04/1980;;A;1980;29
Thionville;FC Gueugnon;1;1;04/04/1980;;B;1980;29
FC Martigues;Montpellier Hérault SC;1;0;04/04/1980;;B;1980;29
FC Mulhouse;Montluçon;0;0;04/04/1980;;B;1980;29
SC Toulon;AJ Auxerre;1;1;04/04/1980;;B;1980;29
Olympique d'Alès;Toulouse FC;3;0;04/04/1980;;B;1980;29
SR Saint-Dié;FC Avignon;0;2;05/04/1980;;B;1980;29
AS Béziers;AC Ajaccio;3;1;05/04/1980;;B;1980;29
Olympique Thonon Chablais;AS Cannes;1;0;05/04/1980;;B;1980;29
Paris FC;US Tavaux;4;0;06/04/1980;;B;1980;29
Chaumont FC;Tours FC;1;3;19/04/1980;;A;1980;30
Stade Rennais FC;US Orléans;0;0;19/04/1980;;A;1980;30
Amicale de Lucé;EA Guingamp;2;0;19/04/1980;;A;1980;30
AAJ Blois;Besançon RC;4;3;19/04/1980;;A;1980;30
Stade de Reims;Angoulême;0;1;19/04/1980;;A;1980;30
US Nœux-les-Mines;Limoges FC;2;0;19/04/1980;;A;1980;30
UES Montmorillon;FC Rouen 1899;2;1;19/04/1980;;A;1980;30
Havre AC;Châteauroux;2;0;19/04/1980;;A;1980;30
Quimper Cornouaille FC;USL Dunkerque;1;0;19/04/1980;;A;1980;30
AS Cannes;FC Mulhouse;2;0;19/04/1980;;B;1980;30
AJ Auxerre;Paris FC;1;0;19/04/1980;;B;1980;30
US Tavaux;Olympique Thonon Chablais;2;1;19/04/1980;;B;1980;30
FC Avignon;AS Béziers;2;0;19/04/1980;;B;1980;30
Toulouse FC;Thionville;0;1;19/04/1980;;B;1980;30
FC Gueugnon;FC Martigues;1;1;19/04/1980;;B;1980;30
AC Ajaccio;SR Saint-Dié;1;1;19/04/1980;;B;1980;30
SC Toulon;Olympique d'Alès;3;1;19/04/1980;;B;1980;30
Montpellier Hérault SC;Montluçon;0;0;06/05/1980;;B;1980;30
Tours FC;Stade Rennais FC;1;0;26/04/1980;;A;1980;31
EA Guingamp;AAJ Blois;1;0;26/04/1980;;A;1980;31
Besançon RC;Stade de Reims;1;0;26/04/1980;;A;1980;31
Châteauroux;US Nœux-les-Mines;0;1;26/04/1980;;A;1980;31
Limoges FC;Havre AC;1;1;26/04/1980;;A;1980;31
FC Rouen 1899;Chaumont FC;2;1;26/04/1980;;A;1980;31
Angoulême;UES Montmorillon;3;0;26/04/1980;;A;1980;31
USL Dunkerque;Amicale de Lucé;2;1;26/04/1980;;A;1980;31
US Orléans;Quimper Cornouaille FC;1;0;26/04/1980;;A;1980;31
Paris FC;FC Gueugnon;1;1;25/04/1980;;B;1980;31
Montluçon;AS Cannes;1;1;26/04/1980;;B;1980;31
Olympique Thonon Chablais;AJ Auxerre;1;1;26/04/1980;;B;1980;31
Thionville;FC Avignon;1;3;26/04/1980;;B;1980;31
FC Martigues;Toulouse FC;2;2;26/04/1980;;B;1980;31
AS Béziers;Montpellier Hérault SC;2;1;26/04/1980;;B;1980;31
Olympique d'Alès;AC Ajaccio;6;2;26/04/1980;;B;1980;31
SR Saint-Dié;SC Toulon;2;1;26/04/1980;;B;1980;31
FC Mulhouse;US Tavaux;1;0;26/04/1980;;B;1980;31
Quimper Cornouaille FC;Tours FC;1;1;03/05/1980;;A;1980;32
Stade Rennais FC;FC Rouen 1899;1;0;03/05/1980;;A;1980;32
Havre AC;EA Guingamp;1;0;03/05/1980;;A;1980;32
US Nœux-les-Mines;Besançon RC;1;0;03/05/1980;;A;1980;32
Stade de Reims;UES Montmorillon;3;0;03/05/1980;;A;1980;32
Chaumont FC;Angoulême;0;3;03/05/1980;;A;1980;32
Amicale de Lucé;US Orléans;1;0;03/05/1980;;A;1980;32
AAJ Blois;USL Dunkerque;4;1;03/05/1980;;A;1980;32
Limoges FC;Châteauroux;1;0;03/05/1980;;A;1980;32
AJ Auxerre;FC Mulhouse;3;0;03/05/1980;;B;1980;32
Montpellier Hérault SC;AS Cannes;4;1;03/05/1980;;B;1980;32
FC Avignon;FC Martigues;2;1;03/05/1980;;B;1980;32
FC Gueugnon;Olympique Thonon Chablais;2;2;03/05/1980;;B;1980;32
Toulouse FC;Paris FC;2;2;03/05/1980;;B;1980;32
SC Toulon;AS Béziers;1;1;03/05/1980;;B;1980;32
US Tavaux;Montluçon;1;1;03/05/1980;;B;1980;32
Olympique d'Alès;SR Saint-Dié;1;1;03/05/1980;;B;1980;32
AC Ajaccio;Thionville;2;0;04/05/1980;;B;1980;32
Tours FC;Amicale de Lucé;3;1;17/05/1980;;A;1980;33
Stade de Reims;Stade Rennais FC;1;0;17/05/1980;;A;1980;33
EA Guingamp;US Nœux-les-Mines;2;1;17/05/1980;;A;1980;33
Besançon RC;Limoges FC;1;0;17/05/1980;;A;1980;33
USL Dunkerque;Havre AC;2;1;17/05/1980;;A;1980;33
FC Rouen 1899;Quimper Cornouaille FC;1;0;17/05/1980;;A;1980;33
Angoulême;AAJ Blois;1;1;17/05/1980;;A;1980;33
US Orléans;Châteauroux;1;4;17/05/1980;;A;1980;33
UES Montmorillon;Chaumont FC;2;0;17/05/1980;;A;1980;33
Montpellier Hérault SC;AJ Auxerre;3;2;17/05/1980;;B;1980;33
Montluçon;FC Avignon;0;2;17/05/1980;;B;1980;33
AS Cannes;US Tavaux;1;1;17/05/1980;;B;1980;33
Olympique Thonon Chablais;Toulouse FC;0;1;17/05/1980;;B;1980;33
FC Mulhouse;FC Gueugnon;3;0;17/05/1980;;B;1980;33
Paris FC;SR Saint-Dié;3;0;17/05/1980;;B;1980;33
AS Béziers;Olympique d'Alès;2;1;17/05/1980;;B;1980;33
FC Martigues;AC Ajaccio;3;1;17/05/1980;;B;1980;33
Thionville;SC Toulon;1;0;17/05/1980;;B;1980;33
Stade Rennais FC;UES Montmorillon;4;0;21/05/1980;;A;1980;34
Limoges FC;EA Guingamp;0;1;21/05/1980;;A;1980;34
Havre AC;Tours FC;2;0;21/05/1980;;A;1980;34
Chaumont FC;Stade de Reims;1;2;21/05/1980;;A;1980;34
Quimper Cornouaille FC;Angoulême;0;3;21/05/1980;;A;1980;34
Amicale de Lucé;FC Rouen 1899;0;4;21/05/1980;;A;1980;34
AAJ Blois;US Orléans;1;0;21/05/1980;;A;1980;34
US Nœux-les-Mines;USL Dunkerque;0;0;21/05/1980;;A;1980;34
Châteauroux;Besançon RC;3;3;21/05/1980;;A;1980;34
AJ Auxerre;AS Cannes;2;1;21/05/1980;;B;1980;34
FC Avignon;Paris FC;1;0;21/05/1980;;B;1980;34
AC Ajaccio;Olympique Thonon Chablais;0;0;21/05/1980;;B;1980;34
Toulouse FC;FC Mulhouse;0;1;21/05/1980;;B;1980;34
FC Gueugnon;Montluçon;2;0;21/05/1980;;B;1980;34
SC Toulon;FC Martigues;6;1;21/05/1980;;B;1980;34
Olympique d'Alès;Thionville;0;2;21/05/1980;;B;1980;34
SR Saint-Dié;AS Béziers;2;0;21/05/1980;;B;1980;34
US Tavaux;Montpellier Hérault SC;2;0;21/05/1980;;B;1980;34
Besançon RC;Toulouse FC;1;0;08/08/1980;;A;1981;1
Montpellier Hérault SC;Olympique de Marseille;3;1;08/08/1980;;A;1981;1
AS Libourne;FC Avignon;2;0;08/08/1980;;A;1981;1
Olympique Thonon Chablais;FC Martigues;1;0;08/08/1980;;A;1981;1
AS Cannes;US Tavaux;2;1;08/08/1980;;A;1981;1
AS Béziers;FC Gueugnon;1;0;08/08/1980;;A;1981;1
Angoulême;SR Saint-Dié;0;0;08/08/1980;;A;1981;1
GFC Ajaccio;AS Corbeil-Essonnes;2;0;08/08/1980;;A;1981;1
Montluçon;GF38;2;1;08/08/1980;;A;1981;1
Stade de Reims;Stade Rennais FC;2;1;08/08/1980;;B;1981;1
AAJ Blois;Stade Brestois 29;2;1;08/08/1980;;B;1981;1
UES Montmorillon;Paris FC;2;1;08/08/1980;;B;1981;1
Havre AC;Châteauroux;1;1;08/08/1980;;B;1981;1
EA Guingamp;FC Rouen 1899;0;1;08/08/1980;;B;1981;1
Limoges FC;SC Abbeville;0;0;08/08/1980;;B;1981;1
Quimper Cornouaille FC;US Orléans;2;1;08/08/1980;;B;1981;1
USL Dunkerque;Thionville;0;3;08/08/1980;;B;1981;1
SM Caen;US Nœux-les-Mines;0;0;08/08/1980;;B;1981;1
US Tavaux;FC Gueugnon;0;0;16/08/1980;;A;1981;2
Montpellier Hérault SC;GFC Ajaccio;0;0;16/08/1980;;A;1981;2
Olympique de Marseille;AS Libourne;2;0;16/08/1980;;A;1981;2
SR Saint-Dié;AS Cannes;1;0;16/08/1980;;A;1981;2
AS Corbeil-Essonnes;Montluçon;1;2;16/08/1980;;A;1981;2
FC Martigues;AS Béziers;0;0;16/08/1980;;A;1981;2
FC Avignon;Besançon RC;2;1;16/08/1980;;A;1981;2
GF38;Angoulême;1;3;16/08/1980;;A;1981;2
Toulouse FC;Olympique Thonon Chablais;1;0;16/08/1980;;A;1981;2
Stade Rennais FC;US Nœux-les-Mines;0;3;16/08/1980;;B;1981;2
US Orléans;SM Caen;4;1;16/08/1980;;B;1981;2
Thionville;Havre AC;2;0;16/08/1980;;B;1981;2
Paris FC;AAJ Blois;0;1;16/08/1980;;B;1981;2
Châteauroux;UES Montmorillon;1;0;16/08/1980;;B;1981;2
FC Rouen 1899;Quimper Cornouaille FC;2;0;16/08/1980;;B;1981;2
Stade Brestois 29;Stade de Reims;1;0;16/08/1980;;B;1981;2
SC Abbeville;EA Guingamp;1;2;16/08/1980;;B;1981;2
USL Dunkerque;Limoges FC;0;2;16/08/1980;;B;1981;2
Montluçon;FC Avignon;2;3;22/08/1980;;A;1981;3
AS Libourne;Montpellier Hérault SC;0;2;22/08/1980;;A;1981;3
Angoulême;AS Corbeil-Essonnes;1;1;22/08/1980;;A;1981;3
GFC Ajaccio;Toulouse FC;0;0;22/08/1980;;A;1981;3
AS Cannes;AS Béziers;3;0;22/08/1980;;A;1981;3
FC Gueugnon;SR Saint-Dié;3;1;22/08/1980;;A;1981;3
Besançon RC;Olympique de Marseille;2;1;22/08/1980;;A;1981;3
Olympique Thonon Chablais;GF38;0;0;22/08/1980;;A;1981;3
FC Martigues;US Tavaux;3;0;22/08/1980;;A;1981;3
UES Montmorillon;Thionville;0;0;22/08/1980;;B;1981;3
Havre AC;FC Rouen 1899;2;1;22/08/1980;;B;1981;3
AAJ Blois;Stade Rennais FC;0;0;22/08/1980;;B;1981;3
US Nœux-les-Mines;Stade Brestois 29;1;1;22/08/1980;;B;1981;3
EA Guingamp;Limoges FC;4;1;22/08/1980;;B;1981;3
Stade de Reims;Paris FC;0;1;22/08/1980;;B;1981;3
SM Caen;Châteauroux;0;1;22/08/1980;;B;1981;3
USL Dunkerque;US Orléans;1;1;22/08/1980;;B;1981;3
Quimper Cornouaille FC;SC Abbeville;1;1;22/08/1980;;B;1981;3
Montpellier Hérault SC;Besançon RC;2;0;30/08/1980;;A;1981;4
Olympique de Marseille;AS Cannes;1;1;30/08/1980;;A;1981;4
AS Libourne;Angoulême;0;0;30/08/1980;;A;1981;4
FC Avignon;GFC Ajaccio;5;0;30/08/1980;;A;1981;4
Toulouse FC;Montluçon;4;0;30/08/1980;;A;1981;4
AS Corbeil-Essonnes;FC Martigues;0;4;30/08/1980;;A;1981;4
GF38;FC Gueugnon;2;0;30/08/1980;;A;1981;4
US Tavaux;Olympique Thonon Chablais;2;2;30/08/1980;;A;1981;4
SR Saint-Dié;AS Béziers;1;0;30/08/1980;;A;1981;4
Thionville;US Nœux-les-Mines;0;0;30/08/1980;;B;1981;4
SC Abbeville;AAJ Blois;3;0;30/08/1980;;B;1981;4
Châteauroux;Stade de Reims;1;1;30/08/1980;;B;1981;4
